"$input-group-addon-color","--bs-input-group-addon-color","","$input-color !default"
"$input-group-addon-bg","--bs-input-group-addon-bg","","var(--#{$prefix}tertiary-bg) !default"
"$input-group-addon-border-color","--bs-input-group-addon-border-color","","$input-border-color !default"
"$form-select-padding-y","--bs-form-select-padding-y","","$input-padding-y !default"
"$form-select-padding-x","--bs-form-select-padding-x","","$input-padding-x !default"
"$form-select-font-family","--bs-form-select-font-family","","$input-font-family !default"
"$form-select-font-size","--bs-form-select-font-size","","$input-font-size !default"
"$form-select-indicator-padding","--bs-form-select-indicator-padding","","$form-select-padding-x * 3 !default"
"$form-select-font-weight","--bs-form-select-font-weight","","$input-font-weight !default"
"$form-select-line-height","--bs-form-select-line-height","","$input-line-height !default"
"$form-select-color","--bs-form-select-color","","$input-color !default"
"$form-select-bg","--bs-form-select-bg","","$input-bg !default"
"$form-select-disabled-color","--bs-form-select-disabled-color","","null !default"
"$form-select-disabled-bg","--bs-form-select-disabled-bg","","$input-disabled-bg !default"
"$form-select-disabled-border-color","--bs-form-select-disabled-border-color","","$input-disabled-border-color !default"
"$form-select-bg-position","--bs-form-select-bg-position","","right $form-select-padding-x center !default"
"$form-select-bg-size","--bs-form-select-bg-size","","16px 12px !default"
"$form-select-indicator-color","--bs-form-select-indicator-color","","$gray-800 !default"
"$form-select-indicator","--bs-form-select-indicator","","url(""data:image/svg+xml,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 16 16'><path fill='none' stroke='#{$form-select-indicator-color}' stroke-linecap='round' stroke-linejoin='round' stroke-width='2' d='m2 5 6 6 6-6'/></svg>"") !default"
"$form-select-feedback-icon-padding-end","--bs-form-select-feedback-icon-padding-end","","$form-select-padding-x * 2.5 + $form-select-indicator-padding !default"
"$form-select-feedback-icon-position","--bs-form-select-feedback-icon-position","","center right $form-select-indicator-padding !default"
"$form-select-feedback-icon-size","--bs-form-select-feedback-icon-size","","$input-height-inner-half $input-height-inner-half !default"
"$form-select-border-width","--bs-form-select-border-width","","$input-border-width !default"
"$form-select-border-color","--bs-form-select-border-color","","$input-border-color !default"
"$form-select-border-radius","--bs-form-select-border-radius","","$input-border-radius !default"
"$form-select-box-shadow","--bs-form-select-box-shadow","","var(--#{$prefix}box-shadow-inset) !default"
"$form-select-focus-border-color","--bs-form-select-focus-border-color","","$input-focus-border-color !default"
"$form-select-focus-width","--bs-form-select-focus-width","","$input-focus-width !default"
"$form-select-focus-box-shadow","--bs-form-select-focus-box-shadow","","0 0 0 $form-select-focus-width $input-btn-focus-color !default"
"$form-select-padding-y-sm","--bs-form-select-padding-y-sm","","$input-padding-y-sm !default"
"$form-select-padding-x-sm","--bs-form-select-padding-x-sm","","$input-padding-x-sm !default"
"$form-select-font-size-sm","--bs-form-select-font-size-sm","","$input-font-size-sm !default"
"$form-select-border-radius-sm","--bs-form-select-border-radius-sm","","$input-border-radius-sm !default"
"$form-select-padding-y-lg","--bs-form-select-padding-y-lg","","$input-padding-y-lg !default"
"$form-select-padding-x-lg","--bs-form-select-padding-x-lg","","$input-padding-x-lg !default"
"$form-select-font-size-lg","--bs-form-select-font-size-lg","","$input-font-size-lg !default"
"$form-select-border-radius-lg","--bs-form-select-border-radius-lg","","$input-border-radius-lg !default"
"$form-select-transition","--bs-form-select-transition","","$input-transition !default"
"$form-range-track-width","--bs-form-range-track-width","","100% !default"
"$form-range-track-height","--bs-form-range-track-height","",".5rem !default"
"$form-range-track-cursor","--bs-form-range-track-cursor","","pointer !default"
"$form-range-track-bg","--bs-form-range-track-bg","","var(--#{$prefix}secondary-bg) !default"
"$form-range-track-border-radius","--bs-form-range-track-border-radius","","1rem !default"
"$form-range-track-box-shadow","--bs-form-range-track-box-shadow","","var(--#{$prefix}box-shadow-inset) !default"
"$form-range-thumb-width","--bs-form-range-thumb-width","","1rem !default"
"$form-range-thumb-height","--bs-form-range-thumb-height","","$form-range-thumb-width !default"
"$form-range-thumb-bg","--bs-form-range-thumb-bg","","$component-active-bg !default"
"$form-range-thumb-border","--bs-form-range-thumb-border","","0 !default"
"$form-range-thumb-border-radius","--bs-form-range-thumb-border-radius","","1rem !default"
"$form-range-thumb-box-shadow","--bs-form-range-thumb-box-shadow","","0 .1rem .25rem rgba($black, .1) !default"
"$form-range-thumb-focus-box-shadow","--bs-form-range-thumb-focus-box-shadow","","0 0 0 1px $body-bg, $input-focus-box-shadow !default"
"$form-range-thumb-focus-box-shadow-width","--bs-form-range-thumb-focus-box-shadow-width","","$input-focus-width !default"
"$form-range-thumb-active-bg","--bs-form-range-thumb-active-bg","","tint-color($component-active-bg, 70%) !default"
"$form-range-thumb-disabled-bg","--bs-form-range-thumb-disabled-bg","","var(--#{$prefix}secondary-color) !default"
"$form-range-thumb-transition","--bs-form-range-thumb-transition","","background-color .15s ease-in-out, border-color .15s ease-in-out, box-shadow .15s ease-in-out !default"
"$form-file-button-color","--bs-form-file-button-color","","$input-color !default"
"$form-file-button-bg","--bs-form-file-button-bg","","var(--#{$prefix}tertiary-bg) !default"
"$form-file-button-hover-bg","--bs-form-file-button-hover-bg","","var(--#{$prefix}secondary-bg) !default"
"$form-floating-height","--bs-form-floating-height","","add(3.5rem, $input-height-border) !default"
"$form-floating-line-height","--bs-form-floating-line-height","","1.25 !default"
"$form-floating-padding-x","--bs-form-floating-padding-x","","$input-padding-x !default"
"$form-floating-padding-y","--bs-form-floating-padding-y","","1rem !default"
"$form-floating-input-padding-t","--bs-form-floating-input-padding-t","","1.625rem !default"
"$form-floating-input-padding-b","--bs-form-floating-input-padding-b","",".625rem !default"
"$form-floating-label-height","--bs-form-floating-label-height","","1.5em !default"
"$form-floating-label-opacity","--bs-form-floating-label-opacity","",".65 !default"
"$form-floating-label-transform","--bs-form-floating-label-transform","","scale(.85) translateY(-.5rem) translateX(.15rem) !default"
"$form-floating-label-disabled-color","--bs-form-floating-label-disabled-color","","$gray-600 !default"
"$form-floating-transition","--bs-form-floating-transition","","opacity .1s ease-in-out, transform .1s ease-in-out !default"
"$form-feedback-margin-top","--bs-form-feedback-margin-top","","$form-text-margin-top !default"
"$form-feedback-font-size","--bs-form-feedback-font-size","","$form-text-font-size !default"
"$form-feedback-font-style","--bs-form-feedback-font-style","","$form-text-font-style !default"
"$form-feedback-valid-color","--bs-form-feedback-valid-color","","$success !default"
"$form-feedback-invalid-color","--bs-form-feedback-invalid-color","","$danger !default"
"$form-feedback-icon-valid-color","--bs-form-feedback-icon-valid-color","","$form-feedback-valid-color !default"
"$form-feedback-icon-valid","--bs-form-feedback-icon-valid","","url(""data:image/svg+xml,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 8 8'><path fill='#{$form-feedback-icon-valid-color}' d='M2.3 6.73.6 4.53c-.4-1.04.46-1.4 1.1-.8l1.1 1.4 3.4-3.8c.6-.63 1.6-.27 1.2.7l-4 4.6c-.43.5-.8.4-1.1.1'/></svg>"") !default"
"$form-feedback-icon-invalid-color","--bs-form-feedback-icon-invalid-color","","$form-feedback-invalid-color !default"
"$form-feedback-icon-invalid","--bs-form-feedback-icon-invalid","","url(""data:image/svg+xml,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 12 12' width='12' height='12' fill='none' stroke='#{$form-feedback-icon-invalid-color}'><circle cx='6' cy='6' r='4.5'/><path stroke-linejoin='round' d='M5.8 3.6h.4L6 6.5z'/><circle cx='6' cy='8.2' r='.6' fill='#{$form-feedback-icon-invalid-color}' stroke='none'/></svg>"") !default"
"$form-valid-color","--bs-form-valid-color","","$form-feedback-valid-color !default"
"$form-valid-border-color","--bs-form-valid-border-color","","$form-feedback-valid-color !default"
"$form-invalid-color","--bs-form-invalid-color","","$form-feedback-invalid-color !default"
"$form-invalid-border-color","--bs-form-invalid-border-color","","$form-feedback-invalid-color !default"
"$form-validation-states","--bs-form-validation-states","","( ""valid"": ( ""color"": var(--#{$prefix}form-valid-color), ""icon"": $form-feedback-icon-valid, ""tooltip-color"": #fff, ""tooltip-bg-color"": var(--#{$prefix}success), ""focus-box-shadow"": 0 0 $input-btn-focus-blur $input-focus-width rgba(var(--#{$prefix}success-rgb), $input-btn-focus-color-opacity), ""border-color"": var(--#{$prefix}form-valid-border-color), ), ""invalid"": ( ""color"": var(--#{$prefix}form-invalid-color), ""icon"": $form-feedback-icon-invalid, ""tooltip-color"": #fff, ""tooltip-bg-color"": var(--#{$prefix}danger), ""focus-box-shadow"": 0 0 $input-btn-focus-blur $input-focus-width rgba(var(--#{$prefix}danger-rgb), $input-btn-focus-color-opacity), ""border-color"": var(--#{$prefix}form-invalid-border-color), ) ) !default"
"$zindex-dropdown","--bs-zindex-dropdown","","1000 !default"
"$zindex-sticky","--bs-zindex-sticky","","1020 !default"
"$zindex-fixed","--bs-zindex-fixed","","1030 !default"
"$zindex-offcanvas-backdrop","--bs-zindex-offcanvas-backdrop","","1040 !default"
"$zindex-offcanvas","--bs-zindex-offcanvas","","1045 !default"
"$zindex-modal-backdrop","--bs-zindex-modal-backdrop","","1050 !default"
"$zindex-modal","--bs-zindex-modal","","1055 !default"
"$zindex-popover","--bs-zindex-popover","","1070 !default"
"$zindex-tooltip","--bs-zindex-tooltip","","1080 !default"
"$zindex-toast","--bs-zindex-toast","","1090 !default"
"$zindex-levels","--bs-zindex-levels","","( n1: -1, 0: 0, 1: 1, 2: 2, 3: 3 ) !default"
"$nav-link-padding-y","--bs-nav-link-padding-y","",".5rem !default"
"$nav-link-padding-x","--bs-nav-link-padding-x","","1rem !default"
"$nav-link-font-size","--bs-nav-link-font-size","","null !default"
"$nav-link-transition","--bs-nav-link-transition","","color .15s ease-in-out, background-color .15s ease-in-out, border-color .15s ease-in-out !default"
"$nav-link-focus-box-shadow","--bs-nav-link-focus-box-shadow","","$focus-ring-box-shadow !default"
"$nav-tabs-border-width","--bs-nav-tabs-border-width","","var(--#{$prefix}border-width) !default"
"$nav-tabs-border-radius","--bs-nav-tabs-border-radius","","var(--#{$prefix}border-radius) !default"
"$nav-tabs-link-hover-border-color","--bs-nav-tabs-link-hover-border-color","","var(--#{$prefix}secondary-bg) var(--#{$prefix}secondary-bg) $nav-tabs-border-color !default"
"$nav-pills-border-radius","--bs-nav-pills-border-radius","","var(--#{$prefix}border-radius) !default"
"$nav-underline-gap","--bs-nav-underline-gap","","1rem !default"
"$nav-underline-border-width","--bs-nav-underline-border-width","",".125rem !default"
"$navbar-padding-x","--bs-navbar-padding-x","","null !default"
"$navbar-brand-font-size","--bs-navbar-brand-font-size","","$font-size-lg !default"
"$nav-link-height","--bs-nav-link-height","","$font-size-base * $line-height-base + $nav-link-padding-y * 2 !default"
"$navbar-brand-height","--bs-navbar-brand-height","","$navbar-brand-font-size * $line-height-base !default"
"$navbar-brand-padding-y","--bs-navbar-brand-padding-y","","($nav-link-height - $navbar-brand-height) * .5 !default"
"$navbar-brand-margin-end","--bs-navbar-brand-margin-end","","1rem !default"
"$navbar-toggler-padding-y","--bs-navbar-toggler-padding-y","",".25rem !default"
"$navbar-toggler-padding-x","--bs-navbar-toggler-padding-x","",".75rem !default"
"$navbar-toggler-font-size","--bs-navbar-toggler-font-size","","$font-size-lg !default"
"$navbar-toggler-border-radius","--bs-navbar-toggler-border-radius","","$btn-border-radius !default"
"$navbar-toggler-focus-width","--bs-navbar-toggler-focus-width","","$btn-focus-width !default"
"$navbar-toggler-transition","--bs-navbar-toggler-transition","","box-shadow .15s ease-in-out !default"
"$navbar-light-color","--bs-navbar-light-color","","rgba(var(--#{$prefix}emphasis-color-rgb), .65) !default"
"$navbar-light-icon-color","--bs-navbar-light-icon-color","","rgba($body-color, .75) !default"
"$navbar-light-toggler-icon-bg","--bs-navbar-light-toggler-icon-bg","","url(""data:image/svg+xml,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 30 30'><path stroke='#{$navbar-light-icon-color}' stroke-linecap='round' stroke-miterlimit='10' stroke-width='2' d='M4 7h22M4 15h22M4 23h22'/></svg>"") !default"
"$navbar-light-toggler-border-color","--bs-navbar-light-toggler-border-color","","rgba(var(--#{$prefix}emphasis-color-rgb), .15) !default"
"$navbar-light-brand-color","--bs-navbar-light-brand-color","","$navbar-light-active-color !default"
"$navbar-light-brand-hover-color","--bs-navbar-light-brand-hover-color","","$navbar-light-active-color !default"
"$navbar-dark-color","--bs-navbar-dark-color","","rgba($white, .55) !default"
"$navbar-dark-hover-color","--bs-navbar-dark-hover-color","","rgba($white, .75) !default"
"$navbar-dark-active-color","--bs-navbar-dark-active-color","","$white !default"
"$navbar-dark-disabled-color","--bs-navbar-dark-disabled-color","","rgba($white, .25) !default"
"$navbar-dark-icon-color","--bs-navbar-dark-icon-color","","$navbar-dark-color !default"
"$navbar-dark-toggler-icon-bg","--bs-navbar-dark-toggler-icon-bg","","url(""data:image/svg+xml,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 30 30'><path stroke='#{$navbar-dark-icon-color}' stroke-linecap='round' stroke-miterlimit='10' stroke-width='2' d='M4 7h22M4 15h22M4 23h22'/></svg>"") !default"
"$navbar-dark-toggler-border-color","--bs-navbar-dark-toggler-border-color","","rgba($white, .1) !default"
"$navbar-dark-brand-color","--bs-navbar-dark-brand-color","","$navbar-dark-active-color !default"
"$navbar-dark-brand-hover-color","--bs-navbar-dark-brand-hover-color","","$navbar-dark-active-color !default"
"$dropdown-min-width","--bs-dropdown-min-width","","10rem !default"
"$dropdown-padding-x","--bs-dropdown-padding-x","","0 !default"
"$dropdown-padding-y","--bs-dropdown-padding-y","",".5rem !default"
"$dropdown-spacer","--bs-dropdown-spacer","",".125rem !default"
"$dropdown-font-size","--bs-dropdown-font-size","","$font-size-base !default"
"$dropdown-border-color","--bs-dropdown-border-color","","var(--#{$prefix}border-color-translucent) !default"
"$dropdown-border-radius","--bs-dropdown-border-radius","","var(--#{$prefix}border-radius) !default"
"$dropdown-border-width","--bs-dropdown-border-width","","var(--#{$prefix}border-width) !default"
"$dropdown-inner-border-radius","--bs-dropdown-inner-border-radius","","calc(#{$dropdown-border-radius} - #{$dropdown-border-width}) !default"
"$dropdown-divider-margin-y","--bs-dropdown-divider-margin-y","","$spacer * .5 !default"
"$dropdown-box-shadow","--bs-dropdown-box-shadow","","var(--#{$prefix}box-shadow) !default"
"$dropdown-item-padding-y","--bs-dropdown-item-padding-y","","$spacer * .25 !default"
"$dropdown-item-padding-x","--bs-dropdown-item-padding-x","","$spacer !default"
"$dropdown-header-padding-x","--bs-dropdown-header-padding-x","","$dropdown-item-padding-x !default"
"$dropdown-header-padding-y","--bs-dropdown-header-padding-y","","$dropdown-padding-y !default"
"$dropdown-header-padding","--bs-dropdown-header-padding","","$dropdown-header-padding-y $dropdown-header-padding-x !default"
"$dropdown-dark-color","--bs-dropdown-dark-color","","$gray-300 !default"
"$dropdown-dark-bg","--bs-dropdown-dark-bg","","$gray-800 !default"
"$dropdown-dark-border-color","--bs-dropdown-dark-border-color","","$dropdown-border-color !default"
"$dropdown-dark-divider-bg","--bs-dropdown-dark-divider-bg","","$dropdown-divider-bg !default"
"$dropdown-dark-box-shadow","--bs-dropdown-dark-box-shadow","","null !default"
"$dropdown-dark-link-color","--bs-dropdown-dark-link-color","","$dropdown-dark-color !default"
"$dropdown-dark-link-hover-color","--bs-dropdown-dark-link-hover-color","","$white !default"
"$dropdown-dark-link-hover-bg","--bs-dropdown-dark-link-hover-bg","","rgba($white, .15) !default"
"$dropdown-dark-link-active-color","--bs-dropdown-dark-link-active-color","","$dropdown-link-active-color !default"
"$dropdown-dark-link-active-bg","--bs-dropdown-dark-link-active-bg","","$dropdown-link-active-bg !default"
"$dropdown-dark-link-disabled-color","--bs-dropdown-dark-link-disabled-color","","$gray-500 !default"
"$dropdown-dark-header-color","--bs-dropdown-dark-header-color","","$gray-500 !default"
"$pagination-padding-y","--bs-pagination-padding-y","",".375rem !default"
"$pagination-padding-x","--bs-pagination-padding-x","",".75rem !default"
"$pagination-padding-y-sm","--bs-pagination-padding-y-sm","",".25rem !default"
"$pagination-padding-x-sm","--bs-pagination-padding-x-sm","",".5rem !default"
"$pagination-padding-y-lg","--bs-pagination-padding-y-lg","",".75rem !default"
"$pagination-padding-x-lg","--bs-pagination-padding-x-lg","","1.5rem !default"
"$pagination-font-size","--bs-pagination-font-size","","$font-size-base !default"
"$pagination-bg","--bs-pagination-bg","","var(--#{$prefix}body-bg) !default"
"$pagination-border-radius","--bs-pagination-border-radius","","var(--#{$prefix}border-radius) !default"
"$pagination-border-width","--bs-pagination-border-width","","var(--#{$prefix}border-width) !default"
"$pagination-margin-start","--bs-pagination-margin-start","","calc(-1 * #{$pagination-border-width}) !default"
"$pagination-border-color","--bs-pagination-border-color","","var(--#{$prefix}border-color) !default"
"$pagination-focus-bg","--bs-pagination-focus-bg","","var(--#{$prefix}secondary-bg) !default"
"$pagination-focus-outline","--bs-pagination-focus-outline","","0 !default"
"$pagination-hover-bg","--bs-pagination-hover-bg","","var(--#{$prefix}tertiary-bg) !default"
"$pagination-hover-border-color","--bs-pagination-hover-border-color","","var(--#{$prefix}border-color) !default"
"$pagination-active-color","--bs-pagination-active-color","","$component-active-color !default"
"$pagination-disabled-color","--bs-pagination-disabled-color","","var(--#{$prefix}secondary-color) !default"
"$pagination-disabled-bg","--bs-pagination-disabled-bg","","var(--#{$prefix}secondary-bg) !default"
"$pagination-disabled-border-color","--bs-pagination-disabled-border-color","","var(--#{$prefix}border-color) !default"
"$pagination-transition","--bs-pagination-transition","","color .15s ease-in-out, background-color .15s ease-in-out, border-color .15s ease-in-out, box-shadow .15s ease-in-out !default"
"$pagination-border-radius-sm","--bs-pagination-border-radius-sm","","var(--#{$prefix}border-radius-sm) !default"
"$pagination-border-radius-lg","--bs-pagination-border-radius-lg","","var(--#{$prefix}border-radius-lg) !default"
"$placeholder-opacity-max","--bs-placeholder-opacity-max","",".5 !default"
"$placeholder-opacity-min","--bs-placeholder-opacity-min","",".2 !default"
"$card-spacer-y","--bs-card-spacer-y","","$spacer !default"
"$card-spacer-x","--bs-card-spacer-x","","$spacer !default"
"$card-title-spacer-y","--bs-card-title-spacer-y","","$spacer * .5 !default"
"$card-title-color","--bs-card-title-color","","null !default"
"$card-subtitle-color","--bs-card-subtitle-color","","null !default"
"$card-border-width","--bs-card-border-width","","var(--#{$prefix}border-width) !default"
"$card-border-color","--bs-card-border-color","","var(--#{$prefix}border-color-translucent) !default"
"$card-border-radius","--bs-card-border-radius","","var(--#{$prefix}border-radius) !default"
"$card-box-shadow","--bs-card-box-shadow","","null !default"
"$card-inner-border-radius","--bs-card-inner-border-radius","","subtract($card-border-radius, $card-border-width) !default"
"$card-cap-padding-y","--bs-card-cap-padding-y","","$card-spacer-y * .5 !default"
"$card-cap-padding-x","--bs-card-cap-padding-x","","$card-spacer-x !default"
"$card-cap-bg","--bs-card-cap-bg","","rgba(var(--#{$prefix}body-color-rgb), .03) !default"
"$card-cap-color","--bs-card-cap-color","","null !default"
"$card-height","--bs-card-height","","null !default"
"$card-color","--bs-card-color","","null !default"
"$card-bg","--bs-card-bg","","var(--#{$prefix}body-bg) !default"
"$card-img-overlay-padding","--bs-card-img-overlay-padding","","$spacer !default"
"$card-group-margin","--bs-card-group-margin","","$grid-gutter-width * .5 !default"
"$accordion-padding-y","--bs-accordion-padding-y","","1rem !default"
"$accordion-padding-x","--bs-accordion-padding-x","","1.25rem !default"
"$accordion-color","--bs-accordion-color","","var(--#{$prefix}body-color) !default"
"$accordion-bg","--bs-accordion-bg","","var(--#{$prefix}body-bg) !default"
"$accordion-border-width","--bs-accordion-border-width","","var(--#{$prefix}border-width) !default"
"$accordion-border-color","--bs-accordion-border-color","","var(--#{$prefix}border-color) !default"
"$accordion-border-radius","--bs-accordion-border-radius","","var(--#{$prefix}border-radius) !default"
"$accordion-inner-border-radius","--bs-accordion-inner-border-radius","","subtract($accordion-border-radius, $accordion-border-width) !default"
"$accordion-body-padding-y","--bs-accordion-body-padding-y","","$accordion-padding-y !default"
"$accordion-body-padding-x","--bs-accordion-body-padding-x","","$accordion-padding-x !default"
"$accordion-button-padding-y","--bs-accordion-button-padding-y","","$accordion-padding-y !default"
"$accordion-button-padding-x","--bs-accordion-button-padding-x","","$accordion-padding-x !default"
"$accordion-button-color","--bs-accordion-button-color","","var(--#{$prefix}body-color) !default"
"$accordion-transition","--bs-accordion-transition","","$btn-transition, border-radius .15s ease !default"
"$accordion-button-focus-border-color","--bs-accordion-button-focus-border-color","","$input-focus-border-color !default"
"$accordion-button-focus-box-shadow","--bs-accordion-button-focus-box-shadow","","$btn-focus-box-shadow !default"
"$accordion-icon-width","--bs-accordion-icon-width","","1.25rem !default"
"$accordion-icon-color","--bs-accordion-icon-color","","$body-color !default"
"$accordion-icon-active-color","--bs-accordion-icon-active-color","","$primary-text-emphasis !default"
"$accordion-icon-transition","--bs-accordion-icon-transition","","transform .2s ease-in-out !default"
"$accordion-icon-transform","--bs-accordion-icon-transform","","rotate(-180deg) !default"
"$accordion-button-icon","--bs-accordion-button-icon","","url(""data:image/svg+xml,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 16 16' fill='none' stroke='#{$accordion-icon-color}' stroke-linecap='round' stroke-linejoin='round'><path d='m2 5 6 6 6-6'/></svg>"") !default"
"$accordion-button-active-icon","--bs-accordion-button-active-icon","","url(""data:image/svg+xml,<svg xmlns='http://www.w3.org/2000/svg' viewBox='0 0 16 16' fill='none' stroke='#{$accordion-icon-active-color}' stroke-linecap='round' stroke-linejoin='round'><path d='m2 5 6 6 6-6'/></svg>"") !default"
"$tooltip-font-size","--bs-tooltip-font-size","","$font-size-sm !default"
"$tooltip-max-width","--bs-tooltip-max-width","","200px !default"
"$tooltip-color","--bs-tooltip-color","","var(--#{$prefix}body-bg) !default"
"$tooltip-border-radius","--bs-tooltip-border-radius","","var(--#{$prefix}border-radius) !default"
"$tooltip-opacity","--bs-tooltip-opacity","",".9 !default"
"$tooltip-padding-y","--bs-tooltip-padding-y","","$spacer * .25 !default"
"$tooltip-padding-x","--bs-tooltip-padding-x","","$spacer * .5 !default"
"$tooltip-margin","--bs-tooltip-margin","","null !default"
"$tooltip-arrow-width","--bs-tooltip-arrow-width","",".8rem !default"
"$tooltip-arrow-height","--bs-tooltip-arrow-height","",".4rem !default"
"$tooltip-arrow-color","--bs-tooltip-arrow-color","","null !default"
"$form-feedback-tooltip-padding-y","--bs-form-feedback-tooltip-padding-y","","$tooltip-padding-y !default"
"$form-feedback-tooltip-padding-x","--bs-form-feedback-tooltip-padding-x","","$tooltip-padding-x !default"
"$form-feedback-tooltip-font-size","--bs-form-feedback-tooltip-font-size","","$tooltip-font-size !default"
"$form-feedback-tooltip-line-height","--bs-form-feedback-tooltip-line-height","","null !default"
"$form-feedback-tooltip-opacity","--bs-form-feedback-tooltip-opacity","","$tooltip-opacity !default"
"$form-feedback-tooltip-border-radius","--bs-form-feedback-tooltip-border-radius","","$tooltip-border-radius !default"
"$popover-bg","--bs-popover-bg","","var(--#{$prefix}body-bg) !default"
"$popover-max-width","--bs-popover-max-width","","276px !default"
"$popover-border-width","--bs-popover-border-width","","var(--#{$prefix}border-width) !default"
"$popover-border-color","--bs-popover-border-color","","var(--#{$prefix}border-color-translucent) !default"
"$popover-border-radius","--bs-popover-border-radius","","var(--#{$prefix}border-radius-lg) !default"
"$popover-inner-border-radius","--bs-popover-inner-border-radius","","calc(#{$popover-border-radius} - #{$popover-border-width}) !default"
"$popover-box-shadow","--bs-popover-box-shadow","","var(--#{$prefix}box-shadow) !default"
"$popover-header-font-size","--bs-popover-header-font-size","","$font-size-base !default"
"$popover-header-bg","--bs-popover-header-bg","","var(--#{$prefix}secondary-bg) !default"
"$popover-header-color","--bs-popover-header-color","","$headings-color !default"
"$popover-header-padding-y","--bs-popover-header-padding-y","",".5rem !default"
"$popover-header-padding-x","--bs-popover-header-padding-x","","$spacer !default"
"$popover-body-color","--bs-popover-body-color","","var(--#{$prefix}body-color) !default"
"$popover-body-padding-y","--bs-popover-body-padding-y","","$spacer !default"
"$popover-body-padding-x","--bs-popover-body-padding-x","","$spacer !default"
"$popover-arrow-width","--bs-popover-arrow-width","","1rem !default"
"$popover-arrow-height","--bs-popover-arrow-height","",".5rem !default"
"$popover-arrow-color","--bs-popover-arrow-color","","$popover-bg !default"
"$popover-arrow-outer-color","--bs-popover-arrow-outer-color","","var(--#{$prefix}border-color-translucent) !default"
"$toast-max-width","--bs-toast-max-width","","350px !default"
"$toast-padding-x","--bs-toast-padding-x","",".75rem !default"
"$toast-padding-y","--bs-toast-padding-y","",".5rem !default"
"$toast-font-size","--bs-toast-font-size","",".875rem !default"
"$toast-color","--bs-toast-color","","null !default"
"$toast-background-color","--bs-toast-background-color","","rgba(var(--#{$prefix}body-bg-rgb), .85) !default"
"$toast-border-width","--bs-toast-border-width","","var(--#{$prefix}border-width) !default"
"$toast-border-color","--bs-toast-border-color","","var(--#{$prefix}border-color-translucent) !default"
"$toast-border-radius","--bs-toast-border-radius","","var(--#{$prefix}border-radius) !default"
"$toast-box-shadow","--bs-toast-box-shadow","","var(--#{$prefix}box-shadow) !default"
"$toast-spacing","--bs-toast-spacing","","$container-padding-x !default"
"$toast-header-color","--bs-toast-header-color","","var(--#{$prefix}secondary-color) !default"
"$toast-header-background-color","--bs-toast-header-background-color","","rgba(var(--#{$prefix}body-bg-rgb), .85) !default"
"$toast-header-border-color","--bs-toast-header-border-color","","$toast-border-color !default"
"$badge-font-size","--bs-badge-font-size","",".75em !default"
"$badge-font-weight","--bs-badge-font-weight","","$font-weight-bold !default"
"$badge-color","--bs-badge-color","","$white !default"
"$badge-padding-y","--bs-badge-padding-y","",".35em !default"
"$badge-padding-x","--bs-badge-padding-x","",".65em !default"
"$badge-border-radius","--bs-badge-border-radius","","var(--#{$prefix}border-radius) !default"
"$modal-inner-padding","--bs-modal-inner-padding","","$spacer !default"
"$modal-footer-margin-between","--bs-modal-footer-margin-between","",".5rem !default"
"$modal-dialog-margin","--bs-modal-dialog-margin","",".5rem !default"
"$modal-dialog-margin-y-sm-up","--bs-modal-dialog-margin-y-sm-up","","1.75rem !default"
"$modal-title-line-height","--bs-modal-title-line-height","","$line-height-base !default"
"$modal-content-color","--bs-modal-content-color","","var(--#{$prefix}body-color) !default"
"$modal-content-bg","--bs-modal-content-bg","","var(--#{$prefix}body-bg) !default"
"$modal-content-border-color","--bs-modal-content-border-color","","var(--#{$prefix}border-color-translucent) !default"
"$modal-content-border-width","--bs-modal-content-border-width","","var(--#{$prefix}border-width) !default"
"$modal-content-border-radius","--bs-modal-content-border-radius","","var(--#{$prefix}border-radius-lg) !default"
"$modal-content-inner-border-radius","--bs-modal-content-inner-border-radius","","subtract($modal-content-border-radius, $modal-content-border-width) !default"
"$modal-content-box-shadow-xs","--bs-modal-content-box-shadow-xs","","var(--#{$prefix}box-shadow-sm) !default"
"$modal-content-box-shadow-sm-up","--bs-modal-content-box-shadow-sm-up","","var(--#{$prefix}box-shadow) !default"
"$modal-backdrop-bg","--bs-modal-backdrop-bg","","$black !default"
"$modal-backdrop-opacity","--bs-modal-backdrop-opacity","",".5 !default"
"$modal-header-border-color","--bs-modal-header-border-color","","var(--#{$prefix}border-color) !default"
"$modal-header-border-width","--bs-modal-header-border-width","","$modal-content-border-width !default"
"$modal-header-padding-y","--bs-modal-header-padding-y","","$modal-inner-padding !default"
"$modal-header-padding-x","--bs-modal-header-padding-x","","$modal-inner-padding !default"
"$modal-header-padding","--bs-modal-header-padding","","$modal-header-padding-y $modal-header-padding-x !default"
"$modal-footer-bg","--bs-modal-footer-bg","","null !default"
"$modal-footer-border-color","--bs-modal-footer-border-color","","$modal-header-border-color !default"
"$modal-footer-border-width","--bs-modal-footer-border-width","","$modal-header-border-width !default"
"$modal-sm","--bs-modal-sm","","300px !default"
